BookingID,BookingID_Date,vehicle_no,Origin_Location,Destination_Location,Org_lat_lon,Org_lat,Org_lon,Des_lat_lon,Des_lat,Des_lat,Planned_ETA,actual_eta,SLA,SLA_binary,Curr_lat,Curr_lon,OriginLocation_Code,DestinationLocation_Code,trip_start_date,trip_end_date,TRANSPORTATION_DISTANCE_IN_KM,customerID,customerNameCode,supplierID,supplierNameCode,Material Shipped
VCV00010871/082021,21-08-2020,TN30BC5982,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,25-08-2020 18:49,21-08-2020 21:49,Fulfill,1,12.8358125,79.95004567,CHEORADMRCCB1,CHEMATDMROPA7,21-08-2020 14:47,21-08-2020 14:49,103,DMREXCHEUX,Daimler india commercial vehicles pvt lt,VJLEXSHE09,VJ LOGISTICS,SET SCREW M8X1.25X35
AEIBK2026249,15-08-2020,TN28AP6935,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka","9.973636,78.281783",9.973636,78.281783,"12.223062,76.690357",12.22306200,76.69035700,19-08-2020 15:32,21-08-2020 22:43,Breach,0,12.052081,76.45749,CHEMADSCTCCA2,HOSMYSTMCCCA1,18-08-2020 17:48,21-08-2020 21:30,525,SCTGCMAD13,Tvs srichakra limited,68007,SUBHAM EXPRESSWAYS LLP,"PLAIN NUT,M8X1.25"
VCV00010454/082021,20-08-2020,TN13M3641,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","11.8720,79.6320",11.872,79.632,"13.1020,80.1940",13.10200000,80.19400000,25-08-2020 01:46,21-08-2020 23:43,Fulfill,1,11.87065033,79.6344065,CHENETLUTCCA1,CHENETLUTCCA1,20-08-2020 21:45,21-08-2020 20:15,300,LUTGCCHE06,Lucas tvs ltd,SRTEXKOR96,SR TRANSPORTS,SET SCREW M6X1X20
VCV00010478/082021,21-08-2020,TN12C9762,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,25-08-2020 05:03,21-08-2020 20:33,Fulfill,1,12.83456917,79.951019,CHEORADMRCCB1,CHEMATDMROPA7,21-08-2020 01:02,21-08-2020 01:03,15,DMREXCHEUX,Daimler india commercial vehicles pvt lt,SUSEXMADL5,SUSEE TRANSPORTER,SPRING
AEIBK2025631,11-08-2020,KA51D3946,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka","9.973636,78.281783",9.973636,78.281783,"12.223062,76.690357",12.22306200,76.69035700,15-08-2020 18:44,21-08-2020 20:43,Breach,0,12.2164,76.66364917,CHEMADSCTCCA2,HOSMYSTMCCCA1,11-08-2020 21:35,21-08-2020 20:20,525,SCTGCMAD13,Tvs srichakra limited,67860,NET LOGISTICS,AUTO PARTS
VCV00010897/082021,21-08-2020,TN02AS5679,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","11.8720,79.6320",11.872,79.632,"13.1020,80.1940",13.10200000,80.19400000,25-08-2020 19:38,21-08-2020 20:03,Fulfill,1,13.1050675,80.18976667,CHEPONLUTCCA4,CHEPADLUTCCA1,21-08-2020 15:33,21-08-2020 19:50,175,LUTGCCHE06,Lucas tvs ltd,SRTEXKOR96,SR TRANSPORTS,X3005810
VCV00010815/082021,21-08-2020,TN88D4134,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,25-08-2020 17:44,21-08-2020 20:02,Fulfill,1,12.83886,79.95109333,CHEORADMRCCB1,CHEMTADMROPA1,21-08-2020 13:44,21-08-2020 13:45,20,DMREXCHEUX,Daimler india commercial vehicles pvt lt,NSAEXNAMDZ,NAMAKKAL SRI ANJINAYA TRANSPORT,F8440310
VCV00010716/082021,21-08-2020,TN30BC9320,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,25-08-2020 15:00,21-08-2020 20:05,Fulfill,1,12.8355725,79.95018417,CHEORADMRCCB1,CHEMATDMROPA7,21-08-2020 10:58,21-08-2020 11:00,29,DMREXCHEUX,Daimler india commercial vehicles pvt lt,VJLEXSHE09,VJ LOGISTICS,TCI UNIT LPG / CNG
AEIBK2026229,17-08-2020,GJ01HT2993,"Khorajnanoda, Ahmedabad, Gujarat","Singaperumalkoil, Kanchipuram, Tamil Nadu","22.961777,72.094219",22.961777,72.094219,"12.786517,79.975221",12.78651700,79.97522100,21-08-2020 17:43,21-08-2020 20:17,Breach,0,12.779515,80.01997,HALSANFILCCA8,CHEMMNFILCCA1,18-08-2020 07:54,21-08-2020 19:55,1900,FILEXCHE19,Ford india private limited,999,Unknown,TCI UNIT
VCV00010245/082021,20-08-2020,TN73AB7106,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","13.1020,80.1940",13.102,80.194,"11.8720,79.6320",11.87200000,79.63200000,24-08-2020 20:04,21-08-2020 22:49,Fulfill,1,13.10553817,80.1897265,CHEPADLUTCCA1,CHENETLUTCCA1,20-08-2020 16:01,20-08-2020 16:04,170,LUTGCCHE06,Lucas tvs ltd,SRTEXKOR96,SR TRANSPORTS,AUTO PARTS
VCV00010720/082021,21-08-2020,TN88D4133,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,25-08-2020 15:10,21-08-2020 18:50,Fulfill,1,12.844885,79.94387,CHEORADMRCCB1,CHEMTADMROPA1,21-08-2020 11:09,21-08-2020 11:10,20,DMREXCHEUX,Daimler india commercial vehicles pvt lt,NSAEXNAMDZ,NAMAKKAL SRI ANJINAYA TRANSPORT,AUTO PARTS
VCV00010820/082021,21-08-2020,TN13Q4639,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","11.8720,79.6320",11.872,79.632,"13.1020,80.1940",13.10200000,80.19400000,25-08-2020 17:58,21-08-2020 18:02,Fulfill,1,13.103989,80.18979833,CHENETLUTCCA1,CHEPADLUTCCA1,21-08-2020 13:57,21-08-2020 17:55,175,LUTGCCHE06,Lucas tvs ltd,SRTEXKOR96,SR TRANSPORTS,PRESSURE SPRING
VCV00010797/082021,21-08-2020,TN02AP2662,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","11.8720,79.6320",11.872,79.632,"13.1020,80.1940",13.10200000,80.19400000,25-08-2020 17:08,21-08-2020 17:55,Fulfill,1,13.06669167,80.21236083,CHENETLUTCCA1,CHENETLUTCCA1,21-08-2020 13:06,21-08-2020 13:08,300,LUTGCCHE06,Lucas tvs ltd,SRTEXKOR96,SR TRANSPORTS,LU WORKING LAMP
VCV00010322/082021,20-08-2020,TN23AA5466,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","13.2150,80.3200",13.215,80.32,"12.7260,77.8760",12.72600000,77.87600000,24-08-2020 21:25,21-08-2020 23:08,Fulfill,1,13.206891,80.31919,HOSHOSALLCCA3,CHEENNALLCCA1,20-08-2020 17:24,21-08-2020 17:00,560,ALLEXCHE45,Ashok leyland limited,VRLEXENN11,VINAYAKA ROADLINES,LU WINDOW LIFTER W MOTOR FRT LH
VCV00010369/082021,20-08-2020,TN12AC0599,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,24-08-2020 22:34,21-08-2020 17:18,Fulfill,1,12.83507833,79.95305333,CHEORADMRCCB1,CHEMATDMROPA7,20-08-2020 18:33,20-08-2020 18:34,104,DMREXCHEUX,Daimler india commercial vehicles pvt lt,SUSEXMADL5,SUSEE TRANSPORTER,ZB BRACKET / DAT/1617R
VCV00010440/082021,20-08-2020,TN11J6678,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,25-08-2020 00:05,21-08-2020 17:17,Fulfill,1,12.83432,79.953927,CHEORADMRCCB1,CHEMATDMROPA7,20-08-2020 20:05,20-08-2020 20:05,21,DMREXCHEUX,Daimler india commercial vehicles pvt lt,KRCEXSIN81,KRC LOGISTICS,MOLDED HOSE / HEATING PIPE
VCV00009680/082021,20-08-2020,TN88A8569,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,24-08-2020 12:49,21-08-2020 17:18,Fulfill,1,12.83343667,79.95228833,CHEORADMRCCB1,CHEMTADMROPA1,20-08-2020 08:48,20-08-2020 08:49,20,DMREXCHEUX,Daimler india commercial vehicles pvt lt,ARVEXNAM09,ARVINTH TRANSPORT,SPACER / BUSHING
VCV00010416/082021,20-08-2020,TN19AL2181,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,24-08-2020 23:19,21-08-2020 17:04,Fulfill,1,12.83041833,79.951171,CHEORADMRCCB1,CHEMATDMROPA7,20-08-2020 19:18,20-08-2020 19:19,3,DMREXCHEUX,Daimler india commercial vehicles pvt lt,RAGEXKAN82,RAGUL TRANSPORT,SPRING SHACKLE PIN
VCV00010427/082021,20-08-2020,TN85B2685,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,24-08-2020 23:37,21-08-2020 16:33,Fulfill,1,12.835195,79.95282,CHEORADMRCCB1,CHEMATDMROPA7,20-08-2020 19:36,20-08-2020 19:37,197,DMREXCHEUX,Daimler india commercial vehicles pvt lt,SUSEXMADL5,SUSEE TRANSPORTER,BEARING BUSH
VCV00010321/082021,20-08-2020,TN23AZ8289,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","13.2150,80.3200",13.215,80.32,"12.7260,77.8760",12.72600000,77.87600000,24-08-2020 21:25,21-08-2020 22:23,Fulfill,1,13.20687,80.319916,HOSHOSALLCCA3,CHEENNALLCCA1,20-08-2020 17:24,21-08-2020 16:15,560,ALLEXCHE45,Ashok leyland limited,VRLEXENN11,VINAYAKA ROADLINES,CENTERING BOLT
VCV00010475/082021,21-08-2020,TN88D3900,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,25-08-2020 04:40,21-08-2020 16:18,Fulfill,1,12.83516567,79.95272467,CHEORADMRCCB1,CHEMATDMROPA7,21-08-2020 00:39,21-08-2020 00:40,3,DMREXCHEUX,Daimler india commercial vehicles pvt lt,NSAEXNAMDZ,NAMAKKAL SRI ANJINAYA TRANSPORT,CLAMPING BOLT / STRAP FOR D SHAPE
VCV00010232/082021,20-08-2020,TN73F4927,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","12.7510,77.8040",12.751,77.804,"13.1550,80.1960",13.15500000,80.19600000,24-08-2020 19:52,21-08-2020 15:48,Fulfill,1,13.15484,80.19971556,HOSHOSALLCCA3,CHEPUZTVSHUA1,20-08-2020 15:51,21-08-2020 15:40,570,ALLEXCHE45,Ashok leyland limited,NCREXMUGZ9,NEW CHENNAI ROYAL TRANSPORT,BEARING BUSH
VCV00010890/082021,21-08-2020,TN20BS8311,"TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","13.1550,80.1970",13.155,80.197,"13.1550,80.1970",13.15500000,80.19700000,25-08-2020 19:34,21-08-2020 15:46,Fulfill,1,13.15505981,80.19957733,CHEPUZTVSHUA1,CHEPUZTVSHUA1,21-08-2020 15:30,21-08-2020 15:40,265,ALLEXCHE45,Ashok leyland limited,KRIEXTHI01,KRISHNA TRANSPORT,GUIDE PIN/WEDGE BOLT
VCV00009592/082021,19-08-2020,TN19AM0312,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,24-08-2020 01:40,21-08-2020 15:31,Fulfill,1,12.83669883,79.954859,CHEORADMRCCB1,CHEMATDMROPA7,19-08-2020 21:38,19-08-2020 21:40,203,DMREXCHEUX,Daimler india commercial vehicles pvt lt,RAGEXKAN82,RAGUL TRANSPORT,POSITION SENSOR TDC
MVCV0001224/082021,21-08-2020,MH14DM1441,"TVSLSL HUB (CHAKAN),PUNE,MAHARASHTRA","TVSLSL HUB (CHAKAN),PUNE,MAHARASHTRA","22.9900,72.2500",22.99,72.25,"18.7470,73.7880",18.74700000,73.78800000,25-08-2020 12:24,21-08-2020 16:12,Fulfill,1,18.61877,73.76978,PUNTATTVSHUA1,PUNTATTVSHUA1,21-08-2020 08:24,21-08-2020 08:25,1340,DMREXCHEUX,Daimler india commercial vehicles pvt lt,OMSEXFAR23,OMS LOGISTICS PVT LTD,"LU ACCUMULATOR LINE, COMMON RAIL"
MVCV0001223/082021,21-08-2020,MH14CP8450,"TVSLSL HUB (CHAKAN),PUNE,MAHARASHTRA","TVSLSL HUB (CHAKAN),PUNE,MAHARASHTRA","22.9900,72.2500",22.99,72.25,"18.7470,73.7880",18.74700000,73.78800000,25-08-2020 12:00,21-08-2020 16:01,Fulfill,1,18.66028,73.82688,PUNTATTVSHUA1,PUNTATTVSHUA1,21-08-2020 08:00,21-08-2020 08:01,1340,DMREXCHEUX,Daimler india commercial vehicles pvt lt,OMSEXFAR23,OMS LOGISTICS PVT LTD,"LU ACCUMULATOR LINE, COMMON RAIL"
VCV00010529/082021,21-08-2020,TN28AQ0975,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,25-08-2020 12:11,21-08-2020 15:33,Fulfill,1,12.83553667,79.95228417,CHEORADMRCCB1,CHEMATDMROPA7,21-08-2020 08:11,21-08-2020 08:11,21,DMREXCHEUX,Daimler india commercial vehicles pvt lt,ARVEXNAM09,ARVINTH TRANSPORT,Empty trays
VCV00009723/082021,20-08-2020,TN12AB9253,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,24-08-2020 14:02,21-08-2020 15:16,Fulfill,1,12.835997,79.95493717,CHEORADMRCCB1,CHEMATDMROPA7,20-08-2020 10:01,20-08-2020 10:02,69,DMREXCHEUX,Daimler india commercial vehicles pvt lt,SUSEXMADL5,SUSEE TRANSPORTER,M70 STARTER MOTOR-1.2kw  
VCV00009862/082021,20-08-2020,TN30BC5917,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,24-08-2020 15:44,21-08-2020 15:16,Fulfill,1,12.83768833,79.95175167,CHEORADMRCCB1,CHEMATDMROPA7,20-08-2020 11:44,20-08-2020 11:44,103,DMREXCHEUX,Daimler india commercial vehicles pvt lt,VJLEXSHE09,VJ LOGISTICS,SPECIAL WASHER
AEIBK2026833,21-08-2020,TN88C3198,"Pondur, Kanchipuram, Tamil Nadu","Shive, Pune, Maharashtra","12.930429,79.931163",12.930429,79.931163,"18.750621,73.87719",18.75062100,73.87719000,25-08-2020 15:27,21-08-2020 15:28,Fulfill,1,18.72192889,73.86058667,CHEORADMRCCB1,PUNTATTVSHUA1,21-08-2020 11:47,21-08-2020 15:11,1200,DMREXCHEUX,Daimler india commercial vehicles pvt lt,67730,Arvinth Transport,PIVOT PIN
AEIBK2025990,14-08-2020,TN88C8143,"Pondur, Kanchipuram, Tamil Nadu","Shive, Pune, Maharashtra","12.930429,79.931163",12.930429,79.931163,"18.750621,73.87719",18.75062100,73.87719000,18-08-2020 19:16,22-08-2020 12:01,Breach,0,12.83607556,79.95080889,CHEORADMRCCB1,PUNTATTVSHUA1,21-08-2020 11:05,21-08-2020 15:11,1200,DMREXCHEUX,Daimler india commercial vehicles pvt lt,67730,Arvinth Transport,BOLT M16X2X50-STAG/812 F.AXLE
AEIBK2025960,14-08-2020,TN30BC1659,"Pondur, Kanchipuram, Tamil Nadu","Shive, Pune, Maharashtra","12.930429,79.931163",12.930429,79.931163,"18.750621,73.87719",18.75062100,73.87719000,18-08-2020 16:28,21-08-2020 15:34,Breach,0,18.69843133,73.84016767,CHEORADMRCCB1,PUNTATTVSHUA1,19-08-2020 10:31,21-08-2020 15:11,1200,DMREXCHEUX,Daimler india commercial vehicles pvt lt,68045,VJ Logistics,BOLT M12X1.5X75-STALL.
AEIBK2025988,14-08-2020,TN30BD6824,"Pondur, Kanchipuram, Tamil Nadu","Shive, Pune, Maharashtra","12.930429,79.931163",12.930429,79.931163,"18.750621,73.87719",18.75062100,73.87719000,18-08-2020 18:55,22-08-2020 12:02,Breach,0,12.83627889,79.95214222,CHEORADMRCCB1,PUNTATTVSHUA1,21-08-2020 10:54,21-08-2020 15:11,1200,DMREXCHEUX,Daimler india commercial vehicles pvt lt,68045,VJ Logistics,SETSCREW
AEIBK2025982,14-08-2020,TN30BD6733,"Pondur, Kanchipuram, Tamil Nadu","Shive, Pune, Maharashtra","12.930429,79.931163",12.930429,79.931163,"18.750621,73.87719",18.75062100,73.87719000,18-08-2020 18:28,22-08-2020 12:03,Breach,0,12.839474,79.9512095,CHEORADMRCCB1,PUNTATTVSHUA1,21-08-2020 10:40,21-08-2020 15:11,1200,DMREXCHEUX,Daimler india commercial vehicles pvt lt,68045,VJ Logistics,NUT
AEIBK2026350,18-08-2020,TN30BC6476,"Pondur, Kanchipuram, Tamil Nadu","Shive, Pune, Maharashtra","12.930429,79.931163",12.930429,79.931163,"18.750621,73.87719",18.75062100,73.87719000,22-08-2020 16:32,22-08-2020 12:11,Fulfill,1,12.84354883,79.95776867,CHEORADMRCCB1,PUNTATTVSHUA1,21-08-2020 11:20,21-08-2020 15:11,1200,DMREXCHEUX,Daimler india commercial vehicles pvt lt,68045,VJ Logistics,PL WASHER M12
MVCV0001226/082021,21-08-2020,TN21R2077,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","13.2150,80.3200",13.215,80.32,"12.7260,77.8760",12.72600000,77.87600000,25-08-2020 13:49,21-08-2020 20:29,Fulfill,1,13.146431,80.19695,HOSHOSALLCCA3,CHEENNALLCCA1,21-08-2020 09:49,21-08-2020 09:50,560,ALLEXCHE45,Ashok leyland limited,AVTEXMADNJ,ANNAI VELANKANNI TRANSPORT,HAND BRAKE VALVE
AEIBK2026861,21-08-2020,HR47C6741,"Baghthala, Rewari, Haryana","Khorajnanoda, Ahmedabad, Gujarat","30.000345,76.732209",30.000345,76.732209,"22.961777,72.094219",22.96177700,72.09421900,25-08-2020 18:10,21-08-2020 15:47,Fulfill,1,23.006502,72.266618,GURBAWWCWCCD4,HALSANFILCCA8,21-08-2020 14:32,21-08-2020 14:46,870,FILEXCHE19,Ford india private limited,67779,EKTA TRANSPORT COMPANY,Empty trays
VCV00010845/082021,21-08-2020,TN70J0495,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","12.7200,77.8170",12.72,77.817,"12.7220,77.8700",12.72200000,77.87000000,25-08-2020 18:25,21-08-2020 14:34,Fulfill,1,12.71912889,77.87537778,HOSHOSALLCCA3,HOSHOSALLCCA3,21-08-2020 14:24,21-08-2020 14:25,110,ALLEXCHE45,Ashok leyland limited,SPTEXROY12,SRI PACHIAMMAN TRANSPORT,SCREW
MVCV0000960/082021,18-08-2020,TN21M2911,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","13.2150,80.3200",13.215,80.32,"12.7660,77.7860",12.76600000,77.78600000,22-08-2020 18:51,21-08-2020 14:54,Fulfill,1,12.709914,77.87717,CHEENNALLCCA1,HOSHOSALLCCA3,18-08-2020 14:51,18-08-2020 14:51,310,ALLEXCHE45,Ashok leyland limited,AVTEXMADNJ,ANNAI VELANKANNI TRANSPORT,SCREW
VCV00010818/082021,21-08-2020,TN52Y0785,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","12.7200,77.8170",12.72,77.817,"12.7220,77.8700",12.72200000,77.87000000,25-08-2020 17:52,21-08-2020 14:37,Fulfill,1,12.70133733,77.788021,HOSHOSALLCCA3,HOSHOSALLCCA3,21-08-2020 13:52,21-08-2020 13:53,110,ALLEXCHE45,Ashok leyland limited,SPTEXROY12,SRI PACHIAMMAN TRANSPORT,ARRANGEMENT-26071777
MVCV0001028/082021,18-08-2020,MH14EM3497,"TVSLSL HUB (CHAKAN),PUNE,MAHARASHTRA","TVSLSL HUB (CHAKAN),PUNE,MAHARASHTRA","22.9900,72.2500",22.99,72.25,"18.7470,73.7880",18.74700000,73.78800000,22-08-2020 23:01,21-08-2020 14:27,Fulfill,1,18.73221,73.65951,PUNTATTVSHUA1,PUNTATTVSHUA1,18-08-2020 19:01,18-08-2020 19:02,1240,DMREXCHEUX,Daimler india commercial vehicles pvt lt,OMSEXFAR23,OMS LOGISTICS PVT LTD,SOL. SWITCH
VCV00010707/082021,21-08-2020,TN60F0658,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","12.7200,77.8170",12.72,77.817,"12.7220,77.8700",12.72200000,77.87000000,25-08-2020 14:51,21-08-2020 13:27,Fulfill,1,12.764666,77.7913985,HOSHOSALLCCA3,HOSHOSALLCCA3,21-08-2020 10:46,21-08-2020 10:51,110,ALLEXCHE45,Ashok leyland limited,SPTEXROY12,SRI PACHIAMMAN TRANSPORT,WIPER MOTOR LINK
VCV00009990/082021,20-08-2020,TN30BD0285,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,24-08-2020 17:50,21-08-2020 13:03,Fulfill,1,12.83564111,79.95229333,CHEORADMRCCB1,CHEMATDMROPA7,20-08-2020 13:49,20-08-2020 13:50,103,DMREXCHEUX,Daimler india commercial vehicles pvt lt,VJLEXSHE09,VJ LOGISTICS,SIA114 12V 55A IF-ALTERNATOR
VCV00010081/082021,20-08-2020,TN02AP2662,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","11.8720,79.6320",11.872,79.632,"13.1020,80.1940",13.10200000,80.19400000,24-08-2020 18:27,21-08-2020 13:10,Fulfill,1,13.06673183,80.21230367,CHENETLUTCCA1,CHENETLUTCCA1,20-08-2020 14:25,20-08-2020 14:28,300,LUTGCCHE06,Lucas tvs ltd,SRTEXKOR96,SR TRANSPORTS,AUTO PARTS
VCV00010129/082021,20-08-2020,TN30BB0534,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,24-08-2020 18:54,21-08-2020 13:01,Fulfill,1,12.83700417,79.95459217,CHEORADMRCCB1,CHEMATDMROPA7,20-08-2020 14:53,20-08-2020 14:54,103,DMREXCHEUX,Daimler india commercial vehicles pvt lt,VJLEXSHE09,VJ LOGISTICS,AUTO PARTS
VCV00010482/082021,21-08-2020,TN30BB1036,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","12.8390,79.9540",12.839,79.954,"12.8390,79.9540",12.83900000,79.95400000,25-08-2020 05:30,21-08-2020 12:47,Fulfill,1,12.83915222,79.95127111,CHEORADMRCCB1,CHEMATDMROPA7,21-08-2020 01:29,21-08-2020 01:30,21,DMREXCHEUX,Daimler india commercial vehicles pvt lt,VJLEXSHE09,VJ LOGISTICS,AUTO PARTS
VCV00010705/082021,21-08-2020,TN28AL5055,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","12.7200,77.8170",12.72,77.817,"12.7220,77.8700",12.72200000,77.87000000,25-08-2020 14:49,21-08-2020 12:53,Fulfill,1,12.71716333,77.88147556,HOSHOSALLCCA3,HOSHOSALLCCA3,21-08-2020 10:46,21-08-2020 12:40,110,ALLEXCHE45,Ashok leyland limited,SPTEXROY12,SRI PACHIAMMAN TRANSPORT,AUTO PARTS
VCV00009648/082021,19-08-2020,tn19ah6070,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","11.8720,79.6320",11.872,79.632,"13.1020,80.1940",13.10200000,80.19400000,24-08-2020 03:41,21-08-2020 14:28,Fulfill,1,12.29306,79.72471,CHENETLUTCCA1,CHENETLUTCCA1,19-08-2020 23:40,19-08-2020 23:42,300,LUTGCCHE06,Lucas tvs ltd,GSTEXLAK1Q,G.S. TRANSPORT,AUTO PARTS
